Pavarde             Vardas              Galutinis
Pavarde4156         Vardas4156          5.36
Pavarde4158         Vardas4158          6.04
Pavarde4159         Vardas4159          6.72
Pavarde4163         Vardas4163          8.00
Pavarde4165         Vardas4165          9.04
Pavarde4167         Vardas4167          7.32
Pavarde4169         Vardas4169          7.60
Pavarde4170         Vardas4170          7.64
Pavarde4171         Vardas4171          6.20
Pavarde4173         Vardas4173          7.52
Pavarde4174         Vardas4174          7.56
Pavarde4175         Vardas4175          8.40
Pavarde4177         Vardas4177          5.20
Pavarde4178         Vardas4178          6.24
Pavarde4179         Vardas4179          7.16
Pavarde4180         Vardas4180          7.48
Pavarde4181         Vardas4181          6.28
Pavarde4183         Vardas4183          7.04
Pavarde4184         Vardas4184          5.56
Pavarde4186         Vardas4186          7.92
Pavarde4187         Vardas4187          6.76
Pavarde4191         Vardas4191          7.00
Pavarde4196         Vardas4196          6.96
Pavarde4203         Vardas4203          5.92
Pavarde4204         Vardas4204          7.40
Pavarde4207         Vardas4207          7.96
Pavarde4208         Vardas4208          6.20
Pavarde4209         Vardas4209          5.20
Pavarde4210         Vardas4210          5.24
Pavarde4215         Vardas4215          7.84
Pavarde4216         Vardas4216          8.64
Pavarde4217         Vardas4217          5.36
Pavarde4218         Vardas4218          8.08
Pavarde4219         Vardas4219          7.32
Pavarde4224         Vardas4224          7.64
Pavarde4225         Vardas4225          5.76
Pavarde4227         Vardas4227          7.36
Pavarde4230         Vardas4230          5.60
Pavarde4231         Vardas4231          7.24
Pavarde4233         Vardas4233          5.32
Pavarde4234         Vardas4234          6.80
Pavarde4235         Vardas4235          5.72
Pavarde4238         Vardas4238          7.32
Pavarde4239         Vardas4239          6.40
Pavarde4240         Vardas4240          6.04
Pavarde4241         Vardas4241          6.20
Pavarde4242         Vardas4242          6.40
Pavarde4243         Vardas4243          5.96
Pavarde4244         Vardas4244          7.36
Pavarde4245         Vardas4245          7.28
Pavarde4247         Vardas4247          6.44
Pavarde4249         Vardas4249          7.48
Pavarde4250         Vardas4250          8.00
Pavarde4251         Vardas4251          7.60
Pavarde4252         Vardas4252          6.28
Pavarde4253         Vardas4253          7.84
Pavarde4254         Vardas4254          5.56
Pavarde4256         Vardas4256          7.16
Pavarde4258         Vardas4258          6.88
Pavarde4261         Vardas4261          7.00
Pavarde4262         Vardas4262          5.48
Pavarde4263         Vardas4263          6.48
Pavarde4264         Vardas4264          5.28
Pavarde4266         Vardas4266          8.16
Pavarde4267         Vardas4267          7.08
Pavarde4268         Vardas4268          7.40
Pavarde4273         Vardas4273          6.12
Pavarde4278         Vardas4278          6.48
Pavarde4280         Vardas4280          7.92
Pavarde4284         Vardas4284          8.00
Pavarde4288         Vardas4288          5.36
Pavarde4289         Vardas4289          7.24
Pavarde4290         Vardas4290          6.56
Pavarde4291         Vardas4291          5.40
Pavarde4292         Vardas4292          6.44
Pavarde4296         Vardas4296          6.20
Pavarde4297         Vardas4297          7.76
Pavarde4299         Vardas4299          5.36
Pavarde4305         Vardas4305          6.36
Pavarde4307         Vardas4307          7.76
Pavarde4308         Vardas4308          5.92
Pavarde4309         Vardas4309          8.52
Pavarde4311         Vardas4311          6.12
Pavarde4312         Vardas4312          7.24
Pavarde4313         Vardas4313          7.08
Pavarde4315         Vardas4315          6.20
Pavarde4317         Vardas4317          7.96
Pavarde4318         Vardas4318          7.68
Pavarde4319         Vardas4319          6.24
Pavarde4321         Vardas4321          7.68
Pavarde4322         Vardas4322          8.32
Pavarde4325         Vardas4325          6.04
Pavarde4329         Vardas4329          5.60
Pavarde4330         Vardas4330          8.56
Pavarde4331         Vardas4331          8.00
Pavarde4332         Vardas4332          6.04
Pavarde4333         Vardas4333          5.20
Pavarde4338         Vardas4338          5.80
Pavarde4339         Vardas4339          5.16
Pavarde4342         Vardas4342          6.04
Pavarde4344         Vardas4344          6.40
Pavarde4345         Vardas4345          6.44
Pavarde4349         Vardas4349          6.72
Pavarde4350         Vardas4350          5.76
Pavarde4352         Vardas4352          7.44
Pavarde4356         Vardas4356          7.24
Pavarde4358         Vardas4358          6.48
Pavarde4359         Vardas4359          6.12
Pavarde4363         Vardas4363          7.36
Pavarde4364         Vardas4364          7.48
Pavarde4365         Vardas4365          8.40
Pavarde4366         Vardas4366          6.72
Pavarde4369         Vardas4369          6.88
Pavarde4372         Vardas4372          7.96
Pavarde4373         Vardas4373          8.72
Pavarde4376         Vardas4376          6.08
Pavarde4377         Vardas4377          5.28
Pavarde4378         Vardas4378          5.56
Pavarde4379         Vardas4379          7.60
Pavarde4380         Vardas4380          6.00
Pavarde4381         Vardas4381          7.48
Pavarde4384         Vardas4384          7.00
Pavarde4386         Vardas4386          5.60
Pavarde4387         Vardas4387          7.28
Pavarde4390         Vardas4390          5.76
Pavarde4395         Vardas4395          5.88
Pavarde4396         Vardas4396          8.24
Pavarde4403         Vardas4403          7.08
Pavarde4404         Vardas4404          7.88
Pavarde4406         Vardas4406          5.76
Pavarde4409         Vardas4409          6.40
Pavarde4410         Vardas4410          7.76
Pavarde4412         Vardas4412          5.44
Pavarde4413         Vardas4413          5.80
Pavarde4416         Vardas4416          7.60
Pavarde4420         Vardas4420          8.12
Pavarde4421         Vardas4421          5.52
Pavarde4422         Vardas4422          5.64
Pavarde4426         Vardas4426          5.12
Pavarde4428         Vardas4428          5.16
Pavarde4429         Vardas4429          6.08
Pavarde4430         Vardas4430          5.28
Pavarde4431         Vardas4431          8.96
Pavarde4435         Vardas4435          8.88
Pavarde4438         Vardas4438          6.36
Pavarde4440         Vardas4440          5.84
Pavarde4441         Vardas4441          7.36
Pavarde4442         Vardas4442          6.88
Pavarde4445         Vardas4445          6.76
Pavarde4446         Vardas4446          5.44
Pavarde4448         Vardas4448          5.76
Pavarde4449         Vardas4449          6.80
Pavarde4450         Vardas4450          7.56
Pavarde4451         Vardas4451          5.28
Pavarde4452         Vardas4452          6.60
Pavarde4454         Vardas4454          5.44
Pavarde4455         Vardas4455          5.60
Pavarde4457         Vardas4457          7.44
Pavarde4460         Vardas4460          5.92
Pavarde4463         Vardas4463          5.16
Pavarde4464         Vardas4464          6.08
Pavarde4468         Vardas4468          6.80
Pavarde4470         Vardas4470          6.84
Pavarde4473         Vardas4473          6.16
Pavarde4474         Vardas4474          6.44
Pavarde4475         Vardas4475          7.80
Pavarde4481         Vardas4481          5.32
Pavarde4483         Vardas4483          6.84
Pavarde4484         Vardas4484          5.04
Pavarde4485         Vardas4485          5.08
Pavarde4486         Vardas4486          5.72
Pavarde4488         Vardas4488          5.76
Pavarde4490         Vardas4490          8.68
Pavarde4491         Vardas4491          7.80
Pavarde4493         Vardas4493          6.80
Pavarde4495         Vardas4495          5.28
Pavarde4497         Vardas4497          6.16
Pavarde4498         Vardas4498          7.80
Pavarde4499         Vardas4499          7.24
Pavarde4502         Vardas4502          8.00
Pavarde4503         Vardas4503          6.08
Pavarde4507         Vardas4507          7.84
Pavarde4509         Vardas4509          6.84
Pavarde4515         Vardas4515          8.24
Pavarde4516         Vardas4516          5.48
Pavarde4518         Vardas4518          6.00
Pavarde4520         Vardas4520          5.40
Pavarde4521         Vardas4521          7.80
Pavarde4522         Vardas4522          6.44
Pavarde4525         Vardas4525          6.32
Pavarde4529         Vardas4529          8.56
Pavarde4531         Vardas4531          5.04
Pavarde4534         Vardas4534          6.40
Pavarde4535         Vardas4535          8.08
Pavarde4536         Vardas4536          6.92
Pavarde4537         Vardas4537          7.72
Pavarde4538         Vardas4538          5.76
Pavarde4539         Vardas4539          6.88
Pavarde4540         Vardas4540          7.52
Pavarde4541         Vardas4541          6.72
Pavarde4543         Vardas4543          5.20
Pavarde4544         Vardas4544          6.60
Pavarde4547         Vardas4547          6.36
Pavarde4549         Vardas4549          8.68
Pavarde4550         Vardas4550          7.52
Pavarde4555         Vardas4555          6.84
Pavarde4556         Vardas4556          7.72
Pavarde4557         Vardas4557          5.80
Pavarde4559         Vardas4559          5.76
Pavarde4560         Vardas4560          7.56
Pavarde4562         Vardas4562          7.68
Pavarde4564         Vardas4564          6.24
Pavarde4565         Vardas4565          5.92
Pavarde4566         Vardas4566          6.36
Pavarde4568         Vardas4568          7.76
Pavarde4570         Vardas4570          5.80
Pavarde4576         Vardas4576          6.48
Pavarde4577         Vardas4577          6.16
Pavarde4581         Vardas4581          8.08
Pavarde4582         Vardas4582          6.36
Pavarde4587         Vardas4587          7.80
Pavarde4588         Vardas4588          8.08
Pavarde4590         Vardas4590          8.00
Pavarde4591         Vardas4591          8.20
Pavarde4593         Vardas4593          5.92
Pavarde4595         Vardas4595          6.96
Pavarde4597         Vardas4597          8.88
Pavarde4599         Vardas4599          6.08
Pavarde4602         Vardas4602          5.24
Pavarde4604         Vardas4604          5.92
Pavarde4607         Vardas4607          5.12
Pavarde4610         Vardas4610          7.68
Pavarde4611         Vardas4611          7.44
Pavarde4620         Vardas4620          5.24
Pavarde4623         Vardas4623          6.80
Pavarde4624         Vardas4624          7.84
Pavarde4625         Vardas4625          7.12
Pavarde4628         Vardas4628          6.80
Pavarde4629         Vardas4629          5.56
Pavarde4630         Vardas4630          6.52
Pavarde4631         Vardas4631          5.72
Pavarde4635         Vardas4635          8.08
Pavarde4637         Vardas4637          8.64
Pavarde4638         Vardas4638          7.20
