Pavarde             Vardas              Galutinis
Pavarde3819         Vardas3819          2.52
Pavarde3821         Vardas3821          3.32
Pavarde3823         Vardas3823          2.48
Pavarde3824         Vardas3824          4.96
Pavarde3825         Vardas3825          4.12
Pavarde3827         Vardas3827          2.28
Pavarde3828         Vardas3828          1.36
Pavarde3831         Vardas3831          2.24
Pavarde3835         Vardas3835          4.52
Pavarde3837         Vardas3837          1.12
Pavarde3839         Vardas3839          2.08
Pavarde3841         Vardas3841          3.40
Pavarde3842         Vardas3842          4.20
Pavarde3844         Vardas3844          2.04
Pavarde3846         Vardas3846          4.80
Pavarde3848         Vardas3848          4.52
Pavarde3849         Vardas3849          1.92
Pavarde3850         Vardas3850          2.76
Pavarde3851         Vardas3851          3.44
Pavarde3852         Vardas3852          4.24
Pavarde3853         Vardas3853          2.24
Pavarde3854         Vardas3854          2.52
Pavarde3855         Vardas3855          3.04
Pavarde3856         Vardas3856          4.68
Pavarde3857         Vardas3857          2.36
Pavarde3858         Vardas3858          2.24
Pavarde3860         Vardas3860          3.88
Pavarde3861         Vardas3861          4.60
Pavarde3865         Vardas3865          2.44
Pavarde3867         Vardas3867          2.56
Pavarde3868         Vardas3868          2.72
Pavarde3869         Vardas3869          4.24
Pavarde3870         Vardas3870          2.08
Pavarde3872         Vardas3872          4.36
Pavarde3873         Vardas3873          4.04
Pavarde3874         Vardas3874          4.12
Pavarde3875         Vardas3875          3.40
Pavarde3878         Vardas3878          1.44
Pavarde3879         Vardas3879          3.12
Pavarde3881         Vardas3881          3.68
Pavarde3885         Vardas3885          5.00
Pavarde3886         Vardas3886          2.88
Pavarde3889         Vardas3889          3.92
Pavarde3891         Vardas3891          3.48
Pavarde3893         Vardas3893          3.36
Pavarde3894         Vardas3894          1.92
Pavarde3897         Vardas3897          2.52
Pavarde3899         Vardas3899          3.68
Pavarde3902         Vardas3902          2.28
Pavarde3906         Vardas3906          0.80
Pavarde3907         Vardas3907          2.32
Pavarde3908         Vardas3908          2.00
Pavarde3909         Vardas3909          1.76
Pavarde3911         Vardas3911          1.20
Pavarde3913         Vardas3913          4.28
Pavarde3915         Vardas3915          2.00
Pavarde3916         Vardas3916          1.84
Pavarde3917         Vardas3917          4.44
Pavarde3918         Vardas3918          1.04
Pavarde3920         Vardas3920          1.84
Pavarde3921         Vardas3921          3.40
Pavarde3922         Vardas3922          4.12
Pavarde3925         Vardas3925          3.96
Pavarde3926         Vardas3926          4.56
Pavarde3928         Vardas3928          3.20
Pavarde3929         Vardas3929          2.68
Pavarde3931         Vardas3931          4.28
Pavarde3932         Vardas3932          3.68
Pavarde3933         Vardas3933          1.44
Pavarde3935         Vardas3935          3.12
Pavarde3936         Vardas3936          3.88
Pavarde3937         Vardas3937          2.00
Pavarde3938         Vardas3938          3.48
Pavarde3941         Vardas3941          2.00
Pavarde3942         Vardas3942          2.84
Pavarde3944         Vardas3944          1.92
Pavarde3946         Vardas3946          2.92
Pavarde3947         Vardas3947          2.64
Pavarde3949         Vardas3949          3.40
Pavarde3950         Vardas3950          3.40
Pavarde3952         Vardas3952          4.00
Pavarde3954         Vardas3954          2.32
Pavarde3958         Vardas3958          2.40
Pavarde3959         Vardas3959          1.60
Pavarde3961         Vardas3961          2.76
Pavarde3966         Vardas3966          3.80
Pavarde3967         Vardas3967          4.92
Pavarde3968         Vardas3968          2.24
Pavarde3970         Vardas3970          4.68
Pavarde3974         Vardas3974          3.36
Pavarde3979         Vardas3979          3.44
Pavarde3981         Vardas3981          4.44
Pavarde3983         Vardas3983          4.12
Pavarde3985         Vardas3985          2.24
Pavarde3987         Vardas3987          3.20
Pavarde3988         Vardas3988          3.12
Pavarde3989         Vardas3989          1.32
Pavarde3992         Vardas3992          4.32
Pavarde3993         Vardas3993          2.92
Pavarde3994         Vardas3994          4.76
Pavarde3995         Vardas3995          4.88
Pavarde4000         Vardas4000          3.92
Pavarde4001         Vardas4001          2.72
Pavarde4004         Vardas4004          4.80
Pavarde4005         Vardas4005          2.84
Pavarde4006         Vardas4006          1.96
Pavarde4007         Vardas4007          2.08
Pavarde4008         Vardas4008          3.36
Pavarde4012         Vardas4012          2.76
Pavarde4013         Vardas4013          3.60
Pavarde4015         Vardas4015          4.92
Pavarde4016         Vardas4016          2.08
Pavarde4019         Vardas4019          3.48
Pavarde4021         Vardas4021          1.84
Pavarde4022         Vardas4022          1.92
Pavarde4024         Vardas4024          3.00
Pavarde4027         Vardas4027          1.08
Pavarde4032         Vardas4032          3.60
Pavarde4033         Vardas4033          3.80
Pavarde4034         Vardas4034          4.32
Pavarde4037         Vardas4037          4.04
Pavarde4039         Vardas4039          4.24
Pavarde4045         Vardas4045          3.48
Pavarde4046         Vardas4046          3.84
Pavarde4047         Vardas4047          3.24
Pavarde4049         Vardas4049          2.16
Pavarde4050         Vardas4050          3.20
Pavarde4054         Vardas4054          4.32
Pavarde4055         Vardas4055          4.84
Pavarde4058         Vardas4058          2.40
Pavarde4062         Vardas4062          3.12
Pavarde4065         Vardas4065          2.96
Pavarde4069         Vardas4069          2.92
Pavarde4071         Vardas4071          4.56
Pavarde4072         Vardas4072          3.48
Pavarde4074         Vardas4074          3.72
Pavarde4078         Vardas4078          1.80
Pavarde4082         Vardas4082          4.32
Pavarde4083         Vardas4083          2.16
Pavarde4089         Vardas4089          2.36
Pavarde4090         Vardas4090          2.88
Pavarde4091         Vardas4091          2.76
Pavarde4092         Vardas4092          3.20
Pavarde4099         Vardas4099          4.68
Pavarde4100         Vardas4100          4.20
Pavarde4104         Vardas4104          4.12
Pavarde4105         Vardas4105          1.28
Pavarde4106         Vardas4106          3.64
Pavarde4107         Vardas4107          1.84
Pavarde4108         Vardas4108          4.72
Pavarde4110         Vardas4110          4.48
Pavarde4111         Vardas4111          4.28
Pavarde4123         Vardas4123          3.92
Pavarde4124         Vardas4124          1.36
Pavarde4125         Vardas4125          3.56
Pavarde4126         Vardas4126          2.64
Pavarde4128         Vardas4128          3.24
Pavarde4130         Vardas4130          3.52
Pavarde4132         Vardas4132          4.44
Pavarde4134         Vardas4134          2.52
Pavarde4136         Vardas4136          4.64
Pavarde4139         Vardas4139          3.00
Pavarde4140         Vardas4140          3.52
Pavarde4143         Vardas4143          4.84
Pavarde4144         Vardas4144          2.84
Pavarde4147         Vardas4147          3.72
Pavarde4148         Vardas4148          2.40
Pavarde4150         Vardas4150          1.84
Pavarde4151         Vardas4151          2.72
Pavarde4153         Vardas4153          2.80
Pavarde4155         Vardas4155          1.60
Pavarde4157         Vardas4157          4.20
Pavarde4160         Vardas4160          4.80
Pavarde4161         Vardas4161          0.96
Pavarde4162         Vardas4162          3.64
Pavarde4164         Vardas4164          1.36
Pavarde4166         Vardas4166          4.28
Pavarde4168         Vardas4168          2.28
Pavarde4172         Vardas4172          4.60
Pavarde4176         Vardas4176          2.68
Pavarde4182         Vardas4182          0.72
Pavarde4185         Vardas4185          4.28
Pavarde4188         Vardas4188          2.36
Pavarde4189         Vardas4189          1.84
Pavarde4190         Vardas4190          4.40
Pavarde4192         Vardas4192          3.56
Pavarde4193         Vardas4193          3.12
Pavarde4194         Vardas4194          2.08
Pavarde4195         Vardas4195          3.24
Pavarde4197         Vardas4197          3.32
Pavarde4198         Vardas4198          4.68
Pavarde4199         Vardas4199          4.16
Pavarde4200         Vardas4200          3.76
Pavarde4201         Vardas4201          3.88
Pavarde4202         Vardas4202          2.52
Pavarde4205         Vardas4205          4.60
Pavarde4206         Vardas4206          3.68
Pavarde4211         Vardas4211          1.64
Pavarde4212         Vardas4212          3.60
Pavarde4213         Vardas4213          3.36
Pavarde4214         Vardas4214          4.64
Pavarde4220         Vardas4220          2.04
Pavarde4221         Vardas4221          3.24
Pavarde4222         Vardas4222          2.76
Pavarde4223         Vardas4223          3.48
Pavarde4226         Vardas4226          4.16
Pavarde4228         Vardas4228          1.92
Pavarde4229         Vardas4229          2.80
Pavarde4232         Vardas4232          4.36
Pavarde4236         Vardas4236          4.04
Pavarde4237         Vardas4237          3.28
Pavarde4246         Vardas4246          3.00
Pavarde4248         Vardas4248          3.84
Pavarde4255         Vardas4255          4.72
Pavarde4257         Vardas4257          3.52
Pavarde4259         Vardas4259          4.92
Pavarde4260         Vardas4260          4.52
Pavarde4265         Vardas4265          2.72
Pavarde4269         Vardas4269          3.64
Pavarde4270         Vardas4270          4.52
Pavarde4271         Vardas4271          4.52
Pavarde4272         Vardas4272          3.88
Pavarde4274         Vardas4274          4.12
Pavarde4275         Vardas4275          3.20
Pavarde4276         Vardas4276          3.16
Pavarde4277         Vardas4277          1.88
Pavarde4279         Vardas4279          4.40
Pavarde4281         Vardas4281          4.32
Pavarde4282         Vardas4282          4.56
Pavarde4283         Vardas4283          4.60
Pavarde4285         Vardas4285          1.36
Pavarde4286         Vardas4286          3.64
Pavarde4287         Vardas4287          4.68
Pavarde4293         Vardas4293          4.76
Pavarde4294         Vardas4294          2.08
Pavarde4295         Vardas4295          4.16
Pavarde4298         Vardas4298          2.72
Pavarde4300         Vardas4300          4.96
Pavarde4301         Vardas4301          4.00
Pavarde4302         Vardas4302          1.64
Pavarde4303         Vardas4303          4.76
Pavarde4304         Vardas4304          3.04
Pavarde4306         Vardas4306          4.28
Pavarde4310         Vardas4310          2.36
