Vardas              Pavarde             ND1 ND2 ND3 ND4 ND5 Egz.
Vardas1629          Pavarde1629         7 7 1 2 6 7
Vardas1630          Pavarde1630         4 2 1 8 2 4
Vardas1631          Pavarde1631         9 3 0 3 6 0
Vardas1632          Pavarde1632         2 9 9 1 9 0
Vardas1633          Pavarde1633         3 8 2 10 0 6
Vardas1634          Pavarde1634         6 9 8 0 4 6
Vardas1635          Pavarde1635         10 1 1 6 10 3
Vardas1636          Pavarde1636         9 8 4 5 3 3
Vardas1637          Pavarde1637         9 8 2 3 7 1
Vardas1638          Pavarde1638         9 4 0 6 3 4
Vardas1639          Pavarde1639         6 0 9 1 2 9
Vardas1640          Pavarde1640         4 0 8 10 10 2
Vardas1641          Pavarde1641         5 6 1 8 7 8
Vardas1642          Pavarde1642         1 5 4 3 10 10
Vardas1643          Pavarde1643         4 0 5 7 10 0
Vardas1644          Pavarde1644         5 7 8 2 8 3
Vardas1645          Pavarde1645         2 5 6 0 9 5
Vardas1646          Pavarde1646         3 0 6 2 7 7
Vardas1647          Pavarde1647         8 6 9 6 1 3
Vardas1648          Pavarde1648         3 4 4 9 1 6
Vardas1649          Pavarde1649         10 5 10 6 5 0
Vardas1650          Pavarde1650         3 9 4 6 10 5
Vardas1651          Pavarde1651         1 1 6 5 4 5
Vardas1652          Pavarde1652         7 3 4 5 10 10
Vardas1653          Pavarde1653         10 5 3 0 3 8
Vardas1654          Pavarde1654         9 0 3 2 8 7
Vardas1655          Pavarde1655         7 3 5 1 8 1
Vardas1656          Pavarde1656         10 5 7 2 8 9
Vardas1657          Pavarde1657         7 9 5 7 7 5
Vardas1658          Pavarde1658         9 2 10 4 8 10
Vardas1659          Pavarde1659         2 5 3 8 0 0
Vardas1660          Pavarde1660         6 8 3 5 7 0
Vardas1661          Pavarde1661         7 5 3 0 0 10
Vardas1662          Pavarde1662         9 6 3 5 1 8
Vardas1663          Pavarde1663         3 0 4 4 5 4
Vardas1664          Pavarde1664         2 0 6 3 7 10
Vardas1665          Pavarde1665         9 4 3 10 9 7
Vardas1666          Pavarde1666         0 7 4 0 9 5
Vardas1667          Pavarde1667         0 1 1 4 8 1
Vardas1668          Pavarde1668         4 6 9 2 6 10
Vardas1669          Pavarde1669         8 2 0 0 6 4
Vardas1670          Pavarde1670         0 9 9 5 2 9
Vardas1671          Pavarde1671         1 6 9 0 3 9
Vardas1672          Pavarde1672         6 1 10 4 6 9
Vardas1673          Pavarde1673         10 4 10 6 1 10
Vardas1674          Pavarde1674         7 3 3 1 9 6
Vardas1675          Pavarde1675         2 1 4 9 7 5
Vardas1676          Pavarde1676         10 9 7 8 1 3
Vardas1677          Pavarde1677         3 6 7 10 9 5
Vardas1678          Pavarde1678         1 6 6 5 0 7
Vardas1679          Pavarde1679         10 8 4 8 7 1
Vardas1680          Pavarde1680         5 6 8 5 3 7
Vardas1681          Pavarde1681         9 10 5 0 0 7
Vardas1682          Pavarde1682         6 6 2 4 8 6
Vardas1683          Pavarde1683         1 3 0 0 2 8
Vardas1684          Pavarde1684         9 5 3 5 9 2
Vardas1685          Pavarde1685         10 3 9 0 1 10
Vardas1686          Pavarde1686         1 4 9 1 9 4
Vardas1687          Pavarde1687         6 5 3 4 1 4
Vardas1688          Pavarde1688         4 2 9 1 2 7
Vardas1689          Pavarde1689         2 2 10 8 5 9
Vardas1690          Pavarde1690         2 10 7 9 1 8
Vardas1691          Pavarde1691         4 6 6 6 4 0
Vardas1692          Pavarde1692         9 6 0 1 1 6
Vardas1693          Pavarde1693         10 3 1 10 3 7
Vardas1694          Pavarde1694         4 1 9 7 3 4
Vardas1695          Pavarde1695         10 8 6 4 5 5
Vardas1696          Pavarde1696         6 1 6 8 5 10
Vardas1697          Pavarde1697         1 9 1 0 1 0
Vardas1698          Pavarde1698         6 8 10 5 3 10
Vardas1699          Pavarde1699         0 0 7 2 0 3
Vardas1700          Pavarde1700         4 2 10 2 4 6
Vardas1701          Pavarde1701         10 4 4 0 4 2
Vardas1702          Pavarde1702         4 4 9 6 3 9
Vardas1703          Pavarde1703         3 8 9 5 6 3
Vardas1704          Pavarde1704         3 6 10 5 3 8
Vardas1705          Pavarde1705         8 10 0 1 10 9
Vardas1706          Pavarde1706         1 5 1 6 3 7
Vardas1707          Pavarde1707         9 2 9 10 0 9
Vardas1708          Pavarde1708         6 4 7 0 4 1
Vardas1709          Pavarde1709         2 8 6 4 9 3
Vardas1710          Pavarde1710         9 9 3 4 3 7
Vardas1711          Pavarde1711         2 5 7 3 0 8
Vardas1712          Pavarde1712         1 2 6 8 1 6
Vardas1713          Pavarde1713         4 1 8 7 1 6
Vardas1714          Pavarde1714         5 7 2 6 6 3
Vardas1715          Pavarde1715         8 4 10 8 5 9
Vardas1716          Pavarde1716         6 9 4 9 1 5
Vardas1717          Pavarde1717         2 7 2 2 7 1
Vardas1718          Pavarde1718         9 1 10 3 5 6
Vardas1719          Pavarde1719         0 3 10 8 0 4
Vardas1720          Pavarde1720         0 7 3 5 0 0
Vardas1721          Pavarde1721         4 3 2 3 3 5
Vardas1722          Pavarde1722         2 1 9 5 8 0
Vardas1723          Pavarde1723         7 9 2 2 1 8
Vardas1724          Pavarde1724         6 5 5 4 3 4
Vardas1725          Pavarde1725         8 1 10 7 4 1
Vardas1726          Pavarde1726         10 8 9 8 1 7
Vardas1727          Pavarde1727         0 7 0 0 0 6
Vardas1728          Pavarde1728         8 10 2 1 0 4
Vardas1729          Pavarde1729         9 2 5 4 10 2
Vardas1730          Pavarde1730         5 2 4 0 0 4
Vardas1731          Pavarde1731         8 8 2 9 7 1
Vardas1732          Pavarde1732         6 3 3 5 6 0
Vardas1733          Pavarde1733         3 2 4 8 10 7
Vardas1734          Pavarde1734         6 0 8 9 3 3
Vardas1735          Pavarde1735         2 9 8 7 9 7
Vardas1736          Pavarde1736         3 10 9 1 8 5
Vardas1737          Pavarde1737         7 7 1 6 3 3
Vardas1738          Pavarde1738         8 7 2 2 8 7
Vardas1739          Pavarde1739         7 1 3 3 5 8
Vardas1740          Pavarde1740         9 8 0 5 7 9
Vardas1741          Pavarde1741         1 9 3 4 0 3
Vardas1742          Pavarde1742         7 7 9 8 0 6
Vardas1743          Pavarde1743         6 10 3 3 6 8
Vardas1744          Pavarde1744         7 9 0 9 7 4
Vardas1745          Pavarde1745         4 7 6 2 9 1
Vardas1746          Pavarde1746         8 9 10 0 4 9
Vardas1747          Pavarde1747         5 2 4 2 9 6
Vardas1748          Pavarde1748         6 1 0 4 4 6
Vardas1749          Pavarde1749         2 2 1 1 6 10
Vardas1750          Pavarde1750         6 3 6 10 9 6
Vardas1751          Pavarde1751         4 0 6 9 8 10
Vardas1752          Pavarde1752         9 0 10 0 10 7
Vardas1753          Pavarde1753         6 1 6 7 1 9
Vardas1754          Pavarde1754         4 6 5 0 10 2
Vardas1755          Pavarde1755         10 4 9 1 10 5
Vardas1756          Pavarde1756         4 9 5 0 8 0
Vardas1757          Pavarde1757         0 10 2 5 7 3
Vardas1758          Pavarde1758         6 10 4 0 6 4
Vardas1759          Pavarde1759         2 7 9 0 10 10
Vardas1760          Pavarde1760         7 3 10 3 5 3
Vardas1761          Pavarde1761         5 5 2 0 3 3
Vardas1762          Pavarde1762         9 5 8 3 3 6
Vardas1763          Pavarde1763         1 2 1 7 1 3
Vardas1764          Pavarde1764         1 0 1 6 7 5
Vardas1765          Pavarde1765         2 2 0 3 2 6
Vardas1766          Pavarde1766         2 1 8 6 5 3
Vardas1767          Pavarde1767         3 6 1 1 1 1
Vardas1768          Pavarde1768         8 8 3 3 1 6
Vardas1769          Pavarde1769         5 2 2 5 8 8
Vardas1770          Pavarde1770         10 5 6 3 8 9
Vardas1771          Pavarde1771         8 2 6 6 4 6
Vardas1772          Pavarde1772         2 3 6 0 6 4
Vardas1773          Pavarde1773         7 1 6 4 7 8
Vardas1774          Pavarde1774         10 7 10 10 1 3
Vardas1775          Pavarde1775         4 3 4 10 1 6
Vardas1776          Pavarde1776         8 5 4 8 10 3
Vardas1777          Pavarde1777         7 10 1 6 10 10
Vardas1778          Pavarde1778         8 5 4 10 7 4
Vardas1779          Pavarde1779         7 7 0 4 6 6
Vardas1780          Pavarde1780         5 7 7 2 4 9
Vardas1781          Pavarde1781         9 6 4 5 9 2
Vardas1782          Pavarde1782         10 2 4 0 1 8
Vardas1783          Pavarde1783         2 9 7 1 5 1
Vardas1784          Pavarde1784         7 3 7 8 6 2
Vardas1785          Pavarde1785         2 5 3 9 0 3
Vardas1786          Pavarde1786         9 2 4 9 7 6
Vardas1787          Pavarde1787         7 7 0 0 0 4
Vardas1788          Pavarde1788         9 8 4 10 6 0
Vardas1789          Pavarde1789         9 2 2 4 0 4
Vardas1790          Pavarde1790         5 8 7 10 2 7
Vardas1791          Pavarde1791         9 6 3 0 0 7
Vardas1792          Pavarde1792         2 9 4 9 7 0
Vardas1793          Pavarde1793         10 1 6 2 8 2
Vardas1794          Pavarde1794         8 10 5 4 10 1
Vardas1795          Pavarde1795         4 2 1 0 0 4
Vardas1796          Pavarde1796         2 10 5 6 2 3
Vardas1797          Pavarde1797         5 0 1 3 6 0
Vardas1798          Pavarde1798         7 9 4 4 10 4
Vardas1799          Pavarde1799         10 7 4 6 0 3
Vardas1800          Pavarde1800         3 3 4 9 9 0
Vardas1801          Pavarde1801         4 2 2 8 7 1
Vardas1802          Pavarde1802         10 7 9 6 4 6
Vardas1803          Pavarde1803         0 8 7 4 10 8
Vardas1804          Pavarde1804         5 8 8 5 0 3
Vardas1805          Pavarde1805         10 2 4 8 3 0
Vardas1806          Pavarde1806         2 1 4 9 7 6
Vardas1807          Pavarde1807         2 6 10 10 1 3
Vardas1808          Pavarde1808         6 3 10 5 10 9
Vardas1809          Pavarde1809         0 5 8 0 4 6
Vardas1810          Pavarde1810         1 4 2 4 4 0
Vardas1811          Pavarde1811         9 7 5 5 9 9
Vardas1812          Pavarde1812         2 10 2 0 8 4
Vardas1813          Pavarde1813         7 9 10 0 1 9
Vardas1814          Pavarde1814         4 3 1 4 1 4
Vardas1815          Pavarde1815         2 7 10 3 9 0
Vardas1816          Pavarde1816         3 8 7 10 9 6
Vardas1817          Pavarde1817         3 2 7 6 7 4
Vardas1818          Pavarde1818         9 7 7 7 4 4
Vardas1819          Pavarde1819         6 3 8 8 5 5
Vardas1820          Pavarde1820         1 3 6 7 4 7
Vardas1821          Pavarde1821         7 9 8 1 3 7
Vardas1822          Pavarde1822         10 1 5 1 8 6
Vardas1823          Pavarde1823         9 1 10 7 7 6
Vardas1824          Pavarde1824         8 8 5 2 8 10
Vardas1825          Pavarde1825         0 2 3 6 5 7
Vardas1826          Pavarde1826         7 4 3 10 8 1
Vardas1827          Pavarde1827         3 2 8 3 7 6
Vardas1828          Pavarde1828         3 4 6 4 9 2
Vardas1829          Pavarde1829         10 1 10 7 4 5
Vardas1830          Pavarde1830         8 2 4 4 7 9
Vardas1831          Pavarde1831         0 1 4 6 9 4
Vardas1832          Pavarde1832         10 7 1 2 6 3
Vardas1833          Pavarde1833         8 10 5 7 7 7
Vardas1834          Pavarde1834         7 3 9 6 2 3
Vardas1835          Pavarde1835         7 4 2 2 7 1
Vardas1836          Pavarde1836         0 0 3 3 6 7
Vardas1837          Pavarde1837         4 0 3 8 0 0
Vardas1838          Pavarde1838         5 6 2 7 6 8
Vardas1839          Pavarde1839         3 2 1 8 10 10
Vardas1840          Pavarde1840         9 1 10 9 7 2
Vardas1841          Pavarde1841         9 6 4 6 7 2
Vardas1842          Pavarde1842         10 10 2 6 3 7
Vardas1843          Pavarde1843         9 5 3 4 1 5
Vardas1844          Pavarde1844         5 1 1 9 7 7
Vardas1845          Pavarde1845         5 10 4 2 9 0
Vardas1846          Pavarde1846         6 9 8 10 4 1
Vardas1847          Pavarde1847         5 0 2 1 9 1
Vardas1848          Pavarde1848         1 4 9 7 6 1
Vardas1849          Pavarde1849         0 1 2 2 2 7
Vardas1850          Pavarde1850         9 10 4 4 2 10
Vardas1851          Pavarde1851         10 5 7 0 10 3
Vardas1852          Pavarde1852         10 4 5 3 0 3
Vardas1853          Pavarde1853         1 2 2 5 3 5
Vardas1854          Pavarde1854         1 9 10 6 5 7
Vardas1855          Pavarde1855         10 4 4 6 2 3
Vardas1856          Pavarde1856         5 0 3 0 5 1
Vardas1857          Pavarde1857         0 1 10 2 9 9
Vardas1858          Pavarde1858         8 5 1 7 2 1
Vardas1859          Pavarde1859         7 10 9 1 0 3
Vardas1860          Pavarde1860         4 7 5 7 2 2
Vardas1861          Pavarde1861         1 7 4 2 0 5
Vardas1862          Pavarde1862         10 0 3 2 0 2
Vardas1863          Pavarde1863         0 4 2 0 7 8
Vardas1864          Pavarde1864         3 7 4 4 9 3
Vardas1865          Pavarde1865         6 5 4 7 7 9
Vardas1866          Pavarde1866         7 1 8 5 4 2
Vardas1867          Pavarde1867         4 2 0 6 10 3
Vardas1868          Pavarde1868         7 6 5 9 2 4
Vardas1869          Pavarde1869         9 3 4 0 7 7
Vardas1870          Pavarde1870         6 5 8 3 4 1
Vardas1871          Pavarde1871         0 6 3 1 6 0
Vardas1872          Pavarde1872         10 1 5 3 10 1
Vardas1873          Pavarde1873         10 10 0 9 7 8
Vardas1874          Pavarde1874         7 9 4 2 6 8
Vardas1875          Pavarde1875         4 1 10 10 2 4
Vardas1876          Pavarde1876         8 4 3 3 8 6
Vardas1877          Pavarde1877         2 5 8 7 5 9
Vardas1878          Pavarde1878         3 8 10 3 9 1
Vardas1879          Pavarde1879         1 0 6 1 6 9
Vardas1880          Pavarde1880         0 1 2 9 3 7
Vardas1881          Pavarde1881         0 0 6 6 2 3
Vardas1882          Pavarde1882         3 0 3 2 3 5
Vardas1883          Pavarde1883         4 5 4 6 5 6
Vardas1884          Pavarde1884         3 4 4 9 1 2
Vardas1885          Pavarde1885         10 6 9 7 1 8
Vardas1886          Pavarde1886         1 6 8 0 1 3
Vardas1887          Pavarde1887         4 2 2 0 8 4
Vardas1888          Pavarde1888         3 9 8 7 3 10
Vardas1889          Pavarde1889         8 7 2 6 8 9
Vardas1890          Pavarde1890         8 4 10 1 1 8
Vardas1891          Pavarde1891         3 1 8 10 10 10
Vardas1892          Pavarde1892         8 3 9 4 10 5
Vardas1893          Pavarde1893         3 8 8 5 8 0
Vardas1894          Pavarde1894         4 0 1 7 5 9
Vardas1895          Pavarde1895         10 6 0 7 9 9
Vardas1896          Pavarde1896         0 0 6 8 9 4
Vardas1897          Pavarde1897         1 5 1 7 2 3
Vardas1898          Pavarde1898         2 10 8 2 2 8
Vardas1899          Pavarde1899         0 5 9 0 10 9
Vardas1900          Pavarde1900         7 5 7 8 10 0
Vardas1901          Pavarde1901         6 6 4 10 10 4
Vardas1902          Pavarde1902         3 0 9 1 1 10
Vardas1903          Pavarde1903         3 1 4 3 0 10
Vardas1904          Pavarde1904         3 7 10 8 1 0
Vardas1905          Pavarde1905         4 3 6 10 9 4
Vardas1906          Pavarde1906         1 10 9 1 4 2
Vardas1907          Pavarde1907         0 9 3 0 10 3
Vardas1908          Pavarde1908         3 0 1 10 8 10
Vardas1909          Pavarde1909         4 8 5 5 5 1
Vardas1910          Pavarde1910         3 0 10 5 2 4
Vardas1911          Pavarde1911         9 6 2 8 8 2
Vardas1912          Pavarde1912         2 7 1 2 8 10
Vardas1913          Pavarde1913         2 7 0 7 6 3
Vardas1914          Pavarde1914         9 6 0 0 7 8
Vardas1915          Pavarde1915         9 0 8 5 2 5
Vardas1916          Pavarde1916         8 6 0 4 9 6
Vardas1917          Pavarde1917         4 8 10 6 3 0
Vardas1918          Pavarde1918         7 2 4 8 3 6
Vardas1919          Pavarde1919         3 3 4 1 4 5
Vardas1920          Pavarde1920         2 2 4 5 6 9
Vardas1921          Pavarde1921         1 3 4 4 4 7
Vardas1922          Pavarde1922         3 2 10 7 2 1
Vardas1923          Pavarde1923         10 4 10 0 3 8
Vardas1924          Pavarde1924         4 0 4 6 10 3
Vardas1925          Pavarde1925         6 3 9 6 8 1
Vardas1926          Pavarde1926         0 9 8 8 7 5
Vardas1927          Pavarde1927         2 7 10 3 1 3
Vardas1928          Pavarde1928         7 5 2 0 8 10
Vardas1929          Pavarde1929         0 10 8 9 0 6
Vardas1930          Pavarde1930         8 5 7 2 6 5
Vardas1931          Pavarde1931         8 7 3 2 6 0
Vardas1932          Pavarde1932         0 4 5 0 2 9
Vardas1933          Pavarde1933         2 7 2 3 7 10
Vardas1934          Pavarde1934         1 0 9 9 1 1
Vardas1935          Pavarde1935         5 3 7 9 10 10
Vardas1936          Pavarde1936         1 5 3 1 2 2
Vardas1937          Pavarde1937         0 7 8 8 4 2
Vardas1938          Pavarde1938         9 4 4 0 6 5
Vardas1939          Pavarde1939         1 5 10 6 8 1
Vardas1940          Pavarde1940         7 1 9 3 3 4
Vardas1941          Pavarde1941         6 9 6 4 2 3
Vardas1942          Pavarde1942         2 8 6 7 10 7
Vardas1943          Pavarde1943         0 9 6 10 9 7
Vardas1944          Pavarde1944         0 1 7 1 3 10
Vardas1945          Pavarde1945         9 9 10 7 4 10
Vardas1946          Pavarde1946         8 3 7 9 4 2
Vardas1947          Pavarde1947         9 4 7 4 3 2
Vardas1948          Pavarde1948         1 10 1 5 1 9
Vardas1949          Pavarde1949         9 5 6 1 5 1
Vardas1950          Pavarde1950         0 2 6 1 6 10
Vardas1951          Pavarde1951         2 5 6 9 7 10
Vardas1952          Pavarde1952         1 4 8 4 9 3
